Component 1,CAS-RN 1,Component 2,CAS-RN 2,Liquid Fraction 1 (mol/mol),Temperature (°C),Liquid Fraction 2 (mol/mol),Pressure EXP (bar),SMILES 1,SMILES 2,Pressure PRED (bar),OriginalIndex,Fold,Replicate
methane,74-82-8,ethanol,64-17-5,0.0927,25,0.9073,80.94,C,CCO,79.01656,283,2,3
n2,7727-37-9,toluene,108-88-3,0.139,50,0.861,353.5,N#N,CC1=CC=CC=C1,347.60568,496,2,3
h2,1333-74-0,methyl formate,107-31-3,0.0035,18,0.9965,15.9,[HH],COC=O,12.278481,163,2,3
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0553,25,0.9447,134.5,C,C1COCCN1C=O,112.04022,249,2,3
methane,74-82-8,n-butanol,71-36-3,0.095,50,0.905,60.7,C,CCCCO,59.99581,303,2,3
methane,74-82-8,cyclohexane,108-95-2,0.131,20,0.869,40.9,C,C1=CC=C(C=C1)O,49.753586,274,2,3
n2,7727-37-9,1-propanol,71-23-8,0.0054,25,0.9946,13.761,N#N,CCCO,13.061211,334,2,3
h2,1333-74-0,n-hexane,110-54-3,0.0183,25,0.9817,26.1,[HH],CCCCCC,19.881931,181,2,3
h2,1333-74-0,cyclohexane,110-82-7,0.0125,30,0.9875,30.05,[HH],C1CCCCC1,27.390991,105,2,3
methane,74-82-8,ethanol,64-17-5,0.027,40,0.973,23.9,C,CCO,31.715332,285,2,3
n2,7727-37-9,n-hexane,110-54-3,0.0325,30,0.9675,24.454,N#N,CCCCCC,25.536564,461,2,3
h2,1333-74-0,THF,109-99-9,0.0279,50,0.9721,86.10000000000001,[HH],C1CCOC1,100.875595,212,2,3
h2,1333-74-0,n-hexane,110-54-3,0.0411,25,0.9589,60.00000000000001,[HH],CCCCCC,52.931973,184,2,3
n2,7727-37-9,n-butyl acetate,123-86-4,0.0072,30,0.9928,8.622,N#N,CCCCOC(=O)C,12.506649,447,2,3
h2,1333-74-0,benzene,71-43-2,0.0056,30,0.9944,20.22,[HH],C1=CC=CC=C1,14.641438,67,2,3
n2,7727-37-9,acetone,67-64-1,0.054,30,0.946,110.7,N#N,CC(=O)C,99.64056,346,2,3
h2,1333-74-0,n-propionaldehyde,123-38-6,0.03,39,0.97,75.0,[HH],CCC=O,75.45182,198,2,3
h2,1333-74-0,dimethyl-ether,115-10-6,0.063,33,0.937,72.10000000000001,[HH],COC,95.56245,137,2,3
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0062,40,0.9938,61.83,C,COCCOCCOCCO,35.84262,239,2,3
n2,7727-37-9,ethyl formate,109-94-4,0.0046,31,0.9954,8.253,N#N,CCOC=O,13.427986,432,2,3
methane,74-82-8,n-butanol,71-36-3,0.056,30,0.944,31.2,C,CCCCO,28.925621,294,2,3
n2,7727-37-9,toluene,108-88-3,0.088,50,0.912,211.7,N#N,CC1=CC=CC=C1,206.08269,494,2,3
h2,1333-74-0,toluene,108-88-3,0.0132,30,0.9868,39.91,[HH],CC1=CC=CC=C1,34.178875,230,2,3
h2,1333-74-0,ethyl formate,109-94-4,0.0051,18,0.9949,16.0,[HH],CCOC=O,11.925484,157,2,3
h2,1333-74-0,1-2-dimethoxyethane,110-71-4,0.0209,50,0.9791,49.16,[HH],COCCOC,59.479187,7,2,3
h2,1333-74-0,methyl formate,107-31-3,0.0046,18,0.9954,34.9,[HH],COC=O,14.2125435,165,2,3
h2,1333-74-0,acetone,67-64-1,0.0091,25,0.9909,32.3,[HH],CC(=O)C,21.359978,26,2,3
h2,1333-74-0,toluene,108-88-3,0.0232,25,0.9768,76.0,[HH],CC1=CC=CC=C1,58.618656,220,2,3
h2,1333-74-0,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0135,25,0.9865,68.30000000000001,[HH],COCCOCCOCCO,67.55764,18,2,3
h2,1333-74-0,toluene,108-88-3,0.0044,25,0.9956,14.0,[HH],CC1=CC=CC=C1,13.817898,214,2,3
n2,7727-37-9,toluene,108-88-3,0.109,50,0.891,277.5,N#N,CC1=CC=CC=C1,267.36493,495,2,3
methane,74-82-8,acetone,67-64-1,0.1443,25,0.8557,70.8,C,CC(=O)C,72.48508,262,2,3
h2,1333-74-0,acetonitrile,75-05-8,0.0032,50,0.9968,15.54,[HH],CC#N,22.018604,46,2,3
n2,7727-37-9,benzene,71-43-2,0.0119,20,0.9881,28.32,N#N,C1=CC=CC=C1,23.721462,364,2,3
n2,7727-37-9,n-butyl acetate,123-86-4,0.0035,30,0.9965,4.1629,N#N,CCCCOC(=O)C,9.01038,446,2,3
h2,1333-74-0,dimethyl-ether,115-10-6,0.018,33,0.982,27.3,[HH],COC,24.030254,130,2,3
n2,7727-37-9,benzene,71-43-2,0.0106,30,0.9894,24.09,N#N,C1=CC=CC=C1,24.583893,368,2,3
h2,1333-74-0,THF,109-99-9,0.01,25,0.99,37.1,[HH],C1CCOC1,37.45044,208,2,3
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0438,25,0.9562,100.3,C,C1COCCN1C=O,92.35205,248,2,3
n2,7727-37-9,1-propanol,71-23-8,0.0013,25,0.9987,3.445,N#N,CCCO,5.731121,331,2,3
h2,1333-74-0,cyclohexane,110-82-7,0.0071,30,0.9929,17.16,[HH],C1CCCCC1,18.613697,101,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.0415,25,0.9585,41.7,N#N,COC,40.927475,384,2,3
h2,1333-74-0,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0092,25,0.9908,46.49,[HH],COCCOCCOCCO,52.19604,17,2,3
h2,1333-74-0,1-4-dioxane,123-91-1,0.0225,50,0.9775,99.4,[HH],C1COCCO1,96.79082,15,2,3
methane,74-82-8,dimethyl-ether,115-10-6,0.121,40,0.879,40.3,C,COC,40.019753,279,2,3
n2,7727-37-9,benzene,71-43-2,0.0086,40,0.9914,18.85,N#N,C1=CC=CC=C1,23.797356,372,2,3
h2,1333-74-0,toluene,108-88-3,0.01,30,0.99,30.18,[HH],CC1=CC=CC=C1,25.340813,227,2,3
h2,1333-74-0,chlorobenzene,108-90-7,0.0076,55,0.9924,23.3,[HH],C1=CC=C(C=C1)Cl,29.04305,85,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.0121,45,0.9879,20.9,N#N,COC,15.958065,402,2,3
methane,74-82-8,acetone,67-64-1,0.0725,50,0.9275,42.8,C,CC(=O)C,55.424496,267,2,3
methane,74-82-8,acetone,67-64-1,0.0153,50,0.9847,10.6,C,CC(=O)C,19.94236,263,2,3
h2,1333-74-0,toluene,108-88-3,0.0303,25,0.9697,101.2,[HH],CC1=CC=CC=C1,77.30122,222,2,3
n2,7727-37-9,toluene,108-88-3,0.062,50,0.938,141.7,N#N,CC1=CC=CC=C1,141.79211,493,2,3
h2,1333-74-0,toluene,108-88-3,0.0146,30,0.9854,44.13,[HH],CC1=CC=CC=C1,37.992867,231,2,3
h2,1333-74-0,DMF,68-12-2,0.0121,50,0.9879,69.9,[HH],CN(C)C=O,74.3604,149,2,3
h2,1333-74-0,n-propionaldehyde,123-38-6,0.102,20,0.898,150.0,[HH],CCC=O,170.16357,193,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.055,25,0.945,52.6,N#N,COC,54.51376,385,2,3
methane,74-82-8,toluene,108-88-3,0.099,40,0.901,44.4,C,CC1=CC=CC=C1,57.53266,324,2,3
n2,7727-37-9,acetone,67-64-1,0.013,50,0.987,23.5,N#N,CC(=O)C,39.21231,349,2,3
h2,1333-74-0,chlorobenzene,108-90-7,0.0174,55,0.9826,56.7,[HH],C1=CC=C(C=C1)Cl,62.789993,91,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.0384,45,0.9616,40.4,N#N,COC,42.026794,405,2,3
h2,1333-74-0,acetone,67-64-1,0.0266,25,0.9734,94.8,[HH],CC(=O)C,67.641396,32,2,3
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0059,40,0.9941,55.14,C,COCCOCCOCCO,35.02832,238,2,3
h2,1333-74-0,chlorobenzene,108-90-7,0.007,23,0.993,25.2,[HH],C1=CC=C(C=C1)Cl,21.15345,75,2,3
h2,1333-74-0,acetone,67-64-1,0.0042,25,0.9958,14.73,[HH],CC(=O)C,13.703083,24,2,3
h2,1333-74-0,acetonitrile,75-05-8,0.0028,25,0.9972,15.94,[HH],CC#N,13.243095,39,2,3
methane,74-82-8,toluene,108-88-3,0.106,20,0.894,47.73,C,CC1=CC=CC=C1,46.38629,320,2,3
h2,1333-74-0,benzene,71-43-2,0.004,30,0.996,11.43,[HH],C1=CC=CC=C1,12.449093,65,2,3
methane,74-82-8,toluene,108-88-3,0.073,20,0.927,32.64,C,CC1=CC=CC=C1,36.010326,318,2,3
h2,1333-74-0,dimethyl-ether,115-10-6,0.025,15,0.975,36.90000000000001,[HH],COC,28.761103,117,2,3
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0103,30,0.9897,19.428,N#N,CCC=O,19.049278,475,2,3
methane,74-82-8,n-butanol,71-36-3,0.039,30,0.961,21.0,C,CCCCO,21.435204,293,2,3
h2,1333-74-0,chlorobenzene,108-90-7,0.004,23,0.996,14.1,[HH],C1=CC=C(C=C1)Cl,14.94191,73,2,3
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0006,40,0.9994,4.44,C,COCCOCCOCCO,21.510857,233,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.0385,35,0.9615,41.1,N#N,COC,39.877808,394,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.0092,35,0.9908,16.5,N#N,COC,12.775341,391,2,3
n2,7727-37-9,methyl formate,107-31-3,0.0015,30,0.9985,4.3089,N#N,COC=O,12.191975,437,2,3
h2,1333-74-0,chlorobenzene,108-90-7,0.0134,55,0.9866,44.3,[HH],C1=CC=C(C=C1)Cl,49.631424,89,2,3
methane,74-82-8,n-hexane,110-54-3,0.0982,25,0.9018,20.5,C,CCCCCC,25.372849,308,2,3
h2,1333-74-0,toluene,108-88-3,0.0132,25,0.9868,42.7,[HH],CC1=CC=CC=C1,31.881865,216,2,3
h2,1333-74-0,dimethyl-ether,115-10-6,0.004,15,0.996,11.2,[HH],COC,6.861679,111,2,3
h2,1333-74-0,toluene,108-88-3,0.0057,25,0.9943,18.3,[HH],CC1=CC=CC=C1,15.813389,215,2,3
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0349,40,0.9651,72.0,C,C1COCCN1C=O,80.60489,254,2,3
h2,1333-74-0,1-2-dimethoxyethane,110-71-4,0.0295,50,0.9705,70.80000000000001,[HH],COCCOC,78.979256,8,2,3
methane,74-82-8,ethanol,64-17-5,0.109,40,0.891,103.1,C,CCO,100.078064,290,2,3
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0247,25,0.9753,48.4,C,C1COCCN1C=O,46.347366,246,2,3
h2,1333-74-0,THF,109-99-9,0.0261,25,0.9739,96.6,[HH],C1CCOC1,90.72843,210,2,3
h2,1333-74-0,cyclohexane,110-82-7,0.0113,30,0.9887,26.87,[HH],C1CCCCC1,24.98917,104,2,3
h2,1333-74-0,alpha-methylstyrene,98-83-9,0.0089,35,0.9911,30.2,[HH],CC(=C)C1=CC=CC=C1,25.753815,53,2,3
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0055,40,0.9945,9.88,C,C1COCCN1C=O,3.625126,251,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.0294,25,0.9706,31.9,N#N,COC,26.920334,383,2,3
n2,7727-37-9,toluene,108-88-3,0.0009,30,0.9991,1.7265,N#N,CC1=CC=CC=C1,10.063248,482,2,3
n2,7727-37-9,acetone,67-64-1,0.056,50,0.944,102.2,N#N,CC(=O)C,110.16046,354,2,3
methane,74-82-8,ethanol,64-17-5,0.0116,25,0.9884,6.41,C,CCO,12.089802,280,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.0947,35,0.9053,82.9,N#N,COC,89.87994,398,2,3
n2,7727-37-9,toluene,108-88-3,0.0079,30,0.9921,15.268,N#N,CC1=CC=CC=C1,21.464695,485,2,3
h2,1333-74-0,dimethyl-ether,115-10-6,0.003,15,0.997,9.3,[HH],COC,5.8253555,110,2,3
h2,1333-74-0,chlorobenzene,108-90-7,0.0074,23,0.9926,28.8,[HH],C1=CC=C(C=C1)Cl,22.23544,76,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.0935,25,0.9065,82.9,N#N,COC,84.38581,388,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.0969,45,0.9031,83.0,N#N,COC,96.3405,409,2,3
n2,7727-37-9,n-propionaldehyde,123-38-6,0.025,20,0.975,50.0,N#N,CCC=O,49.752575,464,2,3
n2,7727-37-9,acetonitrile,75-05-8,0.0071,31,0.9929,22.112,N#N,CC#N,47.59587,360,2,3
methane,74-82-8,acetone,67-64-1,0.0367,25,0.9633,17.1,C,CC(=O)C,24.4971,257,2,3
n2,7727-37-9,n-butyl acetate,123-86-4,0.0112,30,0.9888,13.517,N#N,CCCCOC(=O)C,15.716015,448,2,3
n2,7727-37-9,n-heptane,142-82-5,0.0255,40,0.9745,19.9,N#N,CCCCCCC,21.255333,451,2,3
h2,1333-74-0,cyclohexane,110-82-7,0.006,30,0.994,14.68,[HH],C1CCCCC1,17.297554,100,2,3
methane,74-82-8,propanol,71-23-8,0.116,40,0.884,80.82,C,CCCO,82.49803,313,2,3
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.001,40,0.999,9.14,C,COCCOCCOCCO,22.491379,234,2,3
n2,7727-37-9,ethanol,64-17-5,0.0123,25,0.9877,35.671,N#N,CCO,40.25369,420,2,3
h2,1333-74-0,n-propionaldehyde,123-38-6,0.04,39,0.96,100.0,[HH],CCC=O,98.26564,199,2,3
h2,1333-74-0,alpha-methylstyrene,98-83-9,0.0271,35,0.9729,90.3,[HH],CC(=C)C1=CC=CC=C1,86.97069,55,2,3
methane,74-82-8,acetone,67-64-1,0.067,25,0.933,35.5,C,CC(=O)C,39.262802,259,2,3
h2,1333-74-0,alpha-methylstyrene,98-83-9,0.0209,35,0.9791,70.0,[HH],CC(=C)C1=CC=CC=C1,68.06272,54,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.0667,25,0.9333,61.9,N#N,COC,64.37729,386,2,3
n2,7727-37-9,1-propanol,71-23-8,0.0008,25,0.9992,1.953,N#N,CCCO,4.776554,329,2,3
n2,7727-37-9,benzene,71-43-2,0.0106,40,0.9894,22.67,N#N,C1=CC=CC=C1,28.611465,373,2,3
h2,1333-74-0,benzene,71-43-2,0.0108,30,0.9892,39.04000000000001,[HH],C1=CC=CC=C1,22.962334,71,2,3
methane,74-82-8,n-hexane,110-54-3,0.0985,38,0.9015,21.5,C,CCCCCC,27.679869,309,2,3
n2,7727-37-9,methyl formate,107-31-3,0.0089,30,0.9911,20.444,N#N,COC=O,33.341557,440,2,3
h2,1333-74-0,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0245,50,0.9755,103.3,[HH],COCCOCCOCCO,101.72332,23,2,3
n2,7727-37-9,1-propanol,71-23-8,0.0157,25,0.9843,39.068,N#N,CCCO,37.800507,337,2,3
h2,1333-74-0,THF,109-99-9,0.0095,50,0.9905,29.5,[HH],C1CCOC1,41.880707,211,2,3
h2,1333-74-0,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0076,50,0.9924,31.38,[HH],COCCOCCOCCO,47.441025,21,2,3
h2,1333-74-0,n-propionaldehyde,123-38-6,0.05,39,0.95,125.0,[HH],CCC=O,116.50554,200,2,3
n2,7727-37-9,methyl formate,107-31-3,0.0034,30,0.9966,8.4072,N#N,COC=O,16.775394,438,2,3
n2,7727-37-9,phenol,108-95-2,0.0033,55,0.9967,40.3,N#N,C1=CC=C(C=C1)O,19.691704,477,2,3
h2,1333-74-0,dimethyl-ether,115-10-6,0.002,15,0.998,7.700000000000001,[HH],COC,4.768692,109,2,3
n2,7727-37-9,m-xylene,108-38-3,0.137,40,0.863,300.0,N#N,CC1=CC(=CC=C1)C,296.14294,444,2,3
h2,1333-74-0,dimethyl-ether,115-10-6,0.047,15,0.953,64.4,[HH],COC,64.62451,121,2,3
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0131,25,0.9869,24.1,C,C1COCCN1C=O,15.963982,245,2,3
n2,7727-37-9,ethyl formate,109-94-4,0.0007,31,0.9993,1.5857,N#N,CCOC=O,8.183117,430,2,3
h2,1333-74-0,DMF,68-12-2,0.0104,25,0.9896,72.30000000000001,[HH],CN(C)C=O,63.944496,142,2,3
methane,74-82-8,toluene,108-88-3,0.071,40,0.929,31.4,C,CC1=CC=CC=C1,45.71369,323,2,3
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0505,40,0.9495,116.5,C,C1COCCN1C=O,115.82249,255,2,3
n2,7727-37-9,benzene,71-43-2,0.0119,30,0.9881,26.86,N#N,C1=CC=CC=C1,27.611477,369,2,3
n2,7727-37-9,phenol,108-95-2,0.0105,55,0.9895,70.5,N#N,C1=CC=C(C=C1)O,54.776497,480,2,3
methane,74-82-8,n-butanol,71-36-3,0.021,30,0.979,10.6,C,CCCCO,14.416767,292,2,3
n2,7727-37-9,ethanol,64-17-5,0.0003,25,0.9997,0.849,N#N,CCO,3.6651611,412,2,3
h2,1333-74-0,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0041,50,0.9959,16.6,[HH],COCCOCCOCCO,34.445038,20,2,3
h2,1333-74-0,n-butanol,71-36-3,0.006,18,0.994,21.5,[HH],CCCCO,10.597519,171,2,3
n2,7727-37-9,n-propionaldehyde,123-38-6,0.013,20,0.987,25.0,N#N,CCC=O,20.927876,463,2,3
h2,1333-74-0,1-2-dimethoxyethane,110-71-4,0.0162,25,0.9838,45.82,[HH],COCCOC,37.18972,1,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.0529,35,0.9471,52.6,N#N,COC,55.19255,395,2,3
h2,1333-74-0,n-propionaldehyde,123-38-6,0.089,20,0.911,125.0,[HH],CCC=O,155.7214,192,2,3
methane,74-82-8,acetone,67-64-1,0.0341,50,0.9659,20.7,C,CC(=O)C,31.65014,265,2,3
h2,1333-74-0,dimethyl-ether,115-10-6,0.02,15,0.98,30.9,[HH],COC,22.716156,116,2,3
methane,74-82-8,toluene,108-88-3,0.136,40,0.864,63.0,C,CC1=CC=CC=C1,69.45599,326,2,3
h2,1333-74-0,propanol,71-23-8,0.0074,18,0.9926,30.4,[HH],CCCO,12.746174,207,2,3
h2,1333-74-0,dimethyl-ether,115-10-6,0.046,33,0.954,52.1,[HH],COC,71.28652,134,2,3
h2,1333-74-0,acetonitrile,75-05-8,0.0107,25,0.9893,60.8,[HH],CC#N,42.662495,42,2,3
h2,1333-74-0,benzene,71-43-2,0.0098,30,0.9902,35.44,[HH],C1=CC=CC=C1,21.177647,70,2,3
h2,1333-74-0,DMF,68-12-2,0.0141,25,0.9859,97.7,[HH],CN(C)C=O,77.15421,144,2,3
n2,7727-37-9,1-propanol,71-23-8,0.002,25,0.998,5.136,N#N,CCCO,7.017334,332,2,3
n2,7727-37-9,n-hexane,110-54-3,0.0087,30,0.9913,6.5885,N#N,CCCCCC,9.723957,458,2,3
h2,1333-74-0,chlorobenzene,108-90-7,0.0108,55,0.9892,34.1,[HH],C1=CC=C(C=C1)Cl,40.3862,87,2,3
h2,1333-74-0,propanol,71-23-8,0.0044,18,0.9956,17.8,[HH],CCCO,8.408039,205,2,3
h2,1333-74-0,toluene,108-88-3,0.0214,25,0.9786,70.10000000000001,[HH],CC1=CC=CC=C1,53.81351,219,2,3
h2,1333-74-0,acetone,67-64-1,0.0337,50,0.9663,99.6,[HH],CC(=O)C,94.47975,38,2,3
h2,1333-74-0,methyl formate,107-31-3,0.0044,18,0.9956,21.0,[HH],COC=O,13.854744,164,2,3
n2,7727-37-9,1-propanol,71-23-8,0.0269,25,0.9731,66.036,N#N,CCCO,66.857704,339,2,3
h2,1333-74-0,dimethyl-ether,115-10-6,0.038,15,0.962,50.40000000000001,[HH],COC,50.843254,119,2,3
methane,74-82-8,ethanol,64-17-5,0.124,40,0.876,118.9,C,CCO,109.12616,291,2,3
h2,1333-74-0,acetone,67-64-1,0.0059,50,0.9941,17.62,[HH],CC(=O)C,20.884247,33,2,3
h2,1333-74-0,toluene,108-88-3,0.0299,25,0.9701,96.3,[HH],CC1=CC=CC=C1,76.40924,221,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.063,45,0.937,58.9,N#N,COC,67.02232,407,2,3
h2,1333-74-0,toluene,108-88-3,0.0027,25,0.9973,8.74,[HH],CC1=CC=CC=C1,11.4100685,213,2,3
h2,1333-74-0,methyl formate,107-31-3,0.0061,18,0.9939,45.8,[HH],COC=O,17.068752,168,2,3
h2,1333-74-0,acetonitrile,75-05-8,0.0169,25,0.9831,97.2,[HH],CC#N,69.04449,44,2,3
h2,1333-74-0,DMF,68-12-2,0.0142,50,0.9858,82.5,[HH],CN(C)C=O,81.54826,151,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.0196,25,0.9804,23.4,N#N,COC,19.07391,382,2,3
n2,7727-37-9,benzene,71-43-2,0.0144,30,0.9856,32.89,N#N,C1=CC=CC=C1,34.49272,371,2,3
h2,1333-74-0,1-2-dimethoxyethane,110-71-4,0.0257,25,0.9743,74.30000000000001,[HH],COCCOC,60.96129,2,2,3
n2,7727-37-9,n-hexane,110-54-3,0.0017,30,0.9983,1.465,N#N,CCCCCC,4.6555595,456,2,3
methane,74-82-8,acetone,67-64-1,0.0994,50,0.9006,59.8,C,CC(=O)C,69.25032,269,2,3
h2,1333-74-0,cumene,98-82-8,0.0486,50,0.9514,117.0,[HH],CC(C)C1=CC=CC=C1,112.812775,97,2,3
n2,7727-37-9,n-hexane,110-54-3,0.0151,30,0.9849,11.323,N#N,CCCCCC,13.977169,459,2,3
n2,7727-37-9,n-hexane,110-54-3,0.0452,30,0.9548,34.286,N#N,CCCCCC,37.13449,462,2,3
h2,1333-74-0,chlorobenzene,108-90-7,0.0092,55,0.9908,28.6,[HH],C1=CC=C(C=C1)Cl,34.67683,86,2,3
n2,7727-37-9,ethanol,64-17-5,0.0188,25,0.9812,54.153,N#N,CCO,60.30078,421,2,3
methane,74-82-8,4-formylmorpholine,4394-85-8,0.02,40,0.98,38.0,C,C1COCCN1C=O,40.25502,253,2,3
methane,74-82-8,ethanol,64-17-5,0.1268,25,0.8732,113.56,C,CCO,98.95273,284,2,3
n2,7727-37-9,methyl formate,107-31-3,0.0127,30,0.9873,29.141,N#N,COC=O,45.242104,441,2,3
methane,74-82-8,n-heptane,142-82-5,0.05,27,0.95,10.8,C,CCCCCCC,15.762962,304,2,3
n2,7727-37-9,benzene,71-43-2,0.0119,40,0.9881,25.38,N#N,C1=CC=CC=C1,32.160423,374,2,3
h2,1333-74-0,acetone,67-64-1,0.0079,25,0.9921,27.5,[HH],CC(=O)C,19.315685,25,2,3
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0045,30,0.9955,8.6081,N#N,CCC=O,11.175091,473,2,3
h2,1333-74-0,alpha-methylstyrene,98-83-9,0.0407,50,0.9593,130.0,[HH],CC(=C)C1=CC=CC=C1,123.864944,63,2,3
h2,1333-74-0,n-hexane,110-54-3,0.0108,25,0.9892,15.3,[HH],CCCCCC,13.199547,178,2,3
h2,1333-74-0,toluene,108-88-3,0.0121,30,0.9879,36.38,[HH],CC1=CC=CC=C1,31.132275,229,2,3
n2,7727-37-9,1-propanol,71-23-8,0.001,25,0.999,2.671,N#N,CCCO,5.158764,330,2,3
h2,1333-74-0,dimethyl-ether,115-10-6,0.039,33,0.961,45.50000000000001,[HH],COC,60.108883,133,2,3
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0092,40,0.9908,83.64,C,COCCOCCOCCO,43.81395,241,2,3
n2,7727-37-9,ethanol,64-17-5,0.0259,25,0.9741,73.565,N#N,CCO,75.19999,422,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.059,15,0.941,79.6,N#N,COC,55.255634,379,2,3
h2,1333-74-0,acetonitrile,75-05-8,0.0205,50,0.9795,100.5,[HH],CC#N,95.06229,52,2,3
h2,1333-74-0,acetone,67-64-1,0.0132,25,0.9868,47.3,[HH],CC(=O)C,31.491169,27,2,3
methane,74-82-8,toluene,108-88-3,0.12,40,0.88,55.3,C,CC1=CC=CC=C1,65.033615,325,2,3
h2,1333-74-0,1-2-dimethoxyethane,110-71-4,0.0074,50,0.9926,17.07,[HH],COCCOC,24.22585,4,2,3
n2,7727-37-9,acetone,67-64-1,0.045,50,0.955,81.5,N#N,CC(=O)C,95.023315,352,2,3
h2,1333-74-0,dimethyl-ether,115-10-6,0.003,33,0.997,11.8,[HH],COC,7.7978935,125,2,3
n2,7727-37-9,acetonitrile,75-05-8,0.0014,31,0.9986,4.4944,N#N,CC#N,13.344223,357,2,3
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0007,30,0.9993,1.7161,N#N,CCC=O,5.5663376,471,2,3
h2,1333-74-0,DMF,68-12-2,0.0094,25,0.9906,65.30000000000001,[HH],CN(C)C=O,60.242634,141,2,3
h2,1333-74-0,DMF,68-12-2,0.0119,50,0.9881,66.30000000000001,[HH],CN(C)C=O,73.67459,148,2,3
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.004,40,0.996,32.14,C,COCCOCCOCCO,30.006117,236,2,3
n2,7727-37-9,dimethyl ether,115-10-6,0.054,15,0.946,74.4,N#N,COC,50.88998,378,2,3
n2,7727-37-9,acetone,67-64-1,0.053,50,0.947,97.3,N#N,CC(=O)C,106.22255,353,2,3
h2,1333-74-0,chlorobenzene,108-90-7,0.0144,23,0.9856,56.3,[HH],C1=CC=C(C=C1)Cl,45.019325,83,2,3
h2,1333-74-0,alpha-methylstyrene,98-83-9,0.0157,50,0.9843,50.1,[HH],CC(=C)C1=CC=CC=C1,58.40334,60,2,3
n2,7727-37-9,1-propanol,71-23-8,0.0324,25,0.9676,78.973,N#N,CCCO,78.070206,340,2,3
h2,1333-74-0,alpha-methylstyrene,98-83-9,0.0371,35,0.9629,130.0,[HH],CC(=C)C1=CC=CC=C1,110.547516,56,2,3
methane,74-82-8,dimethyl-ether,115-10-6,0.083,40,0.917,30.3,C,COC,28.291998,278,2,3
n2,7727-37-9,methyl formate,107-31-3,0.0004,30,0.9996,1.9245,N#N,COC=O,9.500462,436,2,3
n2,7727-37-9,n-hexane,110-54-3,0.0223,30,0.9777,16.735,N#N,CCCCCC,18.169601,460,2,3
n2,7727-37-9,1-propanol,71-23-8,0.0057,25,0.9943,14.446,N#N,CCCO,13.59259,335,2,3
h2,1333-74-0,ethanol,64-17-5,0.0031,18,0.9969,13.9,[HH],CCO,6.655319,153,2,3
n2,7727-37-9,acetone,67-64-1,0.044,30,0.956,87.0,N#N,CC(=O)C,85.83832,345,2,3
h2,1333-74-0,1-4-dioxane,123-91-1,0.013,50,0.987,57.1,[HH],C1COCCO1,60.89114,14,2,3
n2,7727-37-9,1-propanol,71-23-8,0.0102,25,0.9898,25.481,N#N,CCCO,21.96983,336,2,3
n2,7727-37-9,toluene,108-88-3,0.0025,30,0.9975,4.7245,N#N,CC1=CC=CC=C1,12.817734,483,2,3
h2,1333-74-0,n-propionaldehyde,123-38-6,0.069,39,0.931,175.0,[HH],CCC=O,140.17137,202,2,3
methane,74-82-8,ethanol,64-17-5,0.053,25,0.947,43.16,C,CCO,50.140003,282,2,3
n2,7727-37-9,benzene,71-43-2,0.0144,20,0.9856,34.67,N#N,C1=CC=CC=C1,29.441687,366,2,3
