Component 1,CAS-RN 1,Component 2,CAS-RN 2,Liquid Fraction 1 (mol/mol),Temperature (°C),Liquid Fraction 2 (mol/mol),Pressure EXP (bar),SMILES 1,SMILES 2,Pressure PRED (bar),OriginalIndex,Fold,Replicate
co2,124-38-9,acetonitrile,75-05-8,0.895,35,0.1049999999999999,69.8,C(=O)=O,CC#N,70.35627,93,2,1
co2,124-38-9,7-(2-methoxyethoxy)-2-5-9-12-tetraoxatridecane,14002-61-0,0.054,60,0.946,2.96882,C(=O)=O,C(OCC(OCCOC)COCCOC)COC,2.2556515,898,2,1
co2,124-38-9,diethyl-succinate,123-25-1,0.6156,40,0.3843999999999999,47.611,C(=O)=O,CCOC(=O)CCC(=O)OCC,47.549915,947,2,1
co2,124-38-9,ethanol,64-17-5,0.488,25,0.512,50.5,C(=O)=O,CCO,54.3841,282,2,1
co2,124-38-9,methanol,67-56-1,0.178,40,0.822,31.8,C(=O)=O,CO,30.965462,1038,2,1
co2,124-38-9,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.228,40,0.772,21.08,C(=O)=O,COCCOCCOCCO,16.372787,874,2,1
co2,124-38-9,diethyl-succinate,123-25-1,0.0200999999999999,40,0.9799,1.547,C(=O)=O,CCOC(=O)CCC(=O)OCC,0.6021881,932,2,1
co2,124-38-9,octamethyl-cyclotetrasiloxane,556-67-2,0.0781,26,0.9219,2.865,C(=O)=O,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,3.1309738,954,2,1
co2,124-38-9,p-xylene,106-42-3,0.594,60,0.406,73.9,C(=O)=O,CC1=CC=C(C=C1)C,77.124176,234,2,1
co2,124-38-9,THF,109-99-9,0.301,40,0.6990000000000001,20.6,C(=O)=O,C1CCOC1,26.39762,245,2,1
co2,124-38-9,4-formylmorpholine,4394-85-8,0.62,40,0.38,70.9,C(=O)=O,C1COCCN1C=O,55.05008,798,2,1
co2,124-38-9,1-2-dimethoxyethane,110-71-4,0.9005,50,0.0995,70.7,C(=O)=O,COCCOC,82.6582,696,2,1
co2,124-38-9,gamma-butyrolactone,96-48-0,0.261,20,0.739,21.1,C(=O)=O,C1CC(=O)OC1,23.182922,800,2,1
co2,124-38-9,n-butanol,71-36-3,0.3193,40,0.6807000000000001,50.3,C(=O)=O,CCCCO,50.70076,596,2,1
co2,124-38-9,octamethyl-cyclotetrasiloxane,556-67-2,0.1149,26,0.8851,4.519,C(=O)=O,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,4.5271893,955,2,1
co2,124-38-9,2-ethoxyethanol,110-80-5,0.0403,25,0.9597,3.375,C(=O)=O,CCOCCO,3.7236652,743,2,1
co2,124-38-9,o-xylene,95-47-6,0.6403,60,0.3597,94.6,C(=O)=O,CC1=CC=CC=C1C,80.12672,218,2,1
co2,124-38-9,1-4-dioxane,123-91-1,0.1291,30,0.8709,10.2,C(=O)=O,C1COCCO1,8.778006,837,2,1
co2,124-38-9,1-4-dioxane,123-91-1,0.2571,30,0.7429,16.6,C(=O)=O,C1COCCO1,15.762035,842,2,1
co2,124-38-9,2-methoxyethanol,109-86-4,0.1308,45,0.8692,20.005,C(=O)=O,COCCO,19.802689,735,2,1
co2,124-38-9,propylene-carbonate,108-32-7,0.0128,40,0.9872,1.15,C(=O)=O,CC1COC(=O)O1,1.9262848,1081,2,1
co2,124-38-9,dimethyl-carbonate,616-38-6,0.5138,45,0.4861999999999999,45.459,C(=O)=O,COC(=O)OC,48.12565,334,2,1
co2,124-38-9,chloroform,67-66-3,0.4673,30,0.5327,34.77,C(=O)=O,C(Cl)(Cl)Cl,32.540436,165,2,1
co2,124-38-9,2-ethoxyethanol,110-80-5,0.3707999999999999,25,0.6292,31.065,C(=O)=O,CCOCCO,32.196556,750,2,1
co2,124-38-9,ethyl-pyrrolidinone,2687-91-4,0.346,40,0.6539999999999999,26.2,C(=O)=O,CCN1CCCC1=O,29.697126,385,2,1
co2,124-38-9,sulfolane,126-33-0,0.0186208,40,0.9813792,2.008,C(=O)=O,C1CCS(=O)(=O)C1,3.1725636,1049,2,1
co2,124-38-9,1-4-dioxane,123-91-1,0.0703,40,0.9297,5.3,C(=O)=O,C1COCCO1,5.7079945,854,2,1
co2,124-38-9,1-2-dimethoxyethane,110-71-4,0.7948000000000001,60,0.2051999999999999,60.7,C(=O)=O,COCCOC,81.24433,703,2,1
co2,124-38-9,THF,109-99-9,0.428,40,0.5720000000000001,30.84,C(=O)=O,C1CCOC1,36.56458,246,2,1
co2,124-38-9,n-butanol,71-36-3,0.7637999999999999,30,0.2362,66.5,C(=O)=O,CCCCO,64.70583,584,2,1
co2,124-38-9,1-pentanol,71-41-0,0.7456999999999999,20,0.2543000000000001,54.2,C(=O)=O,CCCCCO,51.19055,671,2,1
co2,124-38-9,o-xylene,95-47-6,0.3085,60,0.6915,53.7,C(=O)=O,CC1=CC=CC=C1C,47.063957,216,2,1
co2,124-38-9,diethyl-acetamide,685-91-6,0.926,40,0.074,75.8,C(=O)=O,CCN(CC)C(=O)C,74.42241,369,2,1
co2,124-38-9,phenol,108-95-2,0.2025,55,0.7975,51.0,C(=O)=O,C1=CC=C(C=C1)O,46.92373,3,2,1
co2,124-38-9,gamma-butyrolactone,96-48-0,0.7490000000000001,30,0.2509999999999999,66.7,C(=O)=O,C1CC(=O)OC1,61.182228,815,2,1
co2,124-38-9,1-4-dioxane,123-91-1,0.3929999999999999,40,0.607,28.3,C(=O)=O,C1COCCO1,29.643837,860,2,1
co2,124-38-9,acetone,67-64-1,0.8,40,0.1999999999999999,58.5,C(=O)=O,CC(=O)C,67.12175,62,2,1
co2,124-38-9,octamethyl-cyclotetrasiloxane,556-67-2,0.1914999999999999,40,0.8085,8.561,C(=O)=O,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,9.006069,976,2,1
co2,124-38-9,benzene,71-43-2,0.8029999999999999,25,0.197,51.4,C(=O)=O,C1=CC=CC=C1,54.78493,451,2,1
co2,124-38-9,acetone,67-64-1,0.5,40,0.5,35.2,C(=O)=O,CC(=O)C,46.75226,59,2,1
co2,124-38-9,benzene,71-43-2,0.8029999999999999,30,0.197,55.9,C(=O)=O,C1=CC=CC=C1,59.995758,456,2,1
co2,124-38-9,2-ethoxyethanol,110-80-5,0.3254999999999999,25,0.6745000000000001,27.269,C(=O)=O,CCOCCO,28.747885,749,2,1
co2,124-38-9,o-xylene,95-47-6,0.4822999999999999,60,0.5177,78.0,C(=O)=O,CC1=CC=CC=C1C,67.35974,217,2,1
co2,124-38-9,2-methoxyethanol,109-86-4,0.3584,35,0.6416,44.413,C(=O)=O,COCCO,45.208412,727,2,1
co2,124-38-9,diethyl-succinate,123-25-1,0.679216175,26,0.320783825,42.986,C(=O)=O,CCOC(=O)CCC(=O)OCC,40.65152,931,2,1
co2,124-38-9,1-2-dimethoxyethane,110-71-4,0.6254,50,0.3746,30.8,C(=O)=O,COCCOC,51.47786,692,2,1
co2,124-38-9,chloroform,67-66-3,0.4629999999999999,40,0.537,40.91,C(=O)=O,C(Cl)(Cl)Cl,39.178642,172,2,1
co2,124-38-9,gamma-butyrolactone,96-48-0,0.493,30,0.507,49.4,C(=O)=O,C1CC(=O)OC1,49.157997,813,2,1
co2,124-38-9,DMSO,67-68-5,0.5411,45,0.4589,85.2,C(=O)=O,CS(=O)C,62.80761,137,2,1
co2,124-38-9,acetonitrile,75-05-8,0.395,75,0.605,60.7,C(=O)=O,CC#N,64.99758,113,2,1
co2,124-38-9,propylene-carbonate,108-32-7,0.643,0,0.357,30.803,C(=O)=O,CC1COC(=O)O1,30.178368,1074,2,1
co2,124-38-9,n-heptane,142-82-5,0.503,40,0.497,45.7,C(=O)=O,CCCCCCC,47.70181,538,2,1
co2,124-38-9,o-xylene,95-47-6,0.0536,40,0.9464,7.9,C(=O)=O,CC1=CC=CC=C1C,8.114634,206,2,1
co2,124-38-9,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.531,60,0.469,70.04,C(=O)=O,COCCOCCOCCO,59.345943,891,2,1
co2,124-38-9,ethanol,64-17-5,0.86,25,0.14,59.7,C(=O)=O,CCO,62.571346,287,2,1
co2,124-38-9,dimethyl-carbonate,616-38-6,0.8515999999999999,35,0.1484000000000001,61.6,C(=O)=O,COC(=O)OC,63.663994,318,2,1
co2,124-38-9,methanol,67-56-1,0.4496,25,0.5504,46.81,C(=O)=O,CO,50.201912,1032,2,1
co2,124-38-9,diethyl-acetamide,685-91-6,0.742,40,0.258,62.6,C(=O)=O,CCN(CC)C(=O)C,57.503944,365,2,1
co2,124-38-9,THF,109-99-9,0.5061,60,0.4939,56.0,C(=O)=O,C1CCOC1,60.496437,260,2,1
co2,124-38-9,PEG-siloxane-1,27306-78-1,0.43,25,0.5700000000000001,12.03,C(=O)=O,[Si](C)(C)(C)O[Si](C)(O[Si](C)(C)C)CCCOCCOCCOCCOC,13.558451,904,2,1
co2,124-38-9,diethyl-acetamide,685-91-6,0.184,60,0.8160000000000001,19.4,C(=O)=O,CCN(CC)C(=O)C,19.171494,373,2,1
co2,124-38-9,acetone,67-64-1,0.3779999999999999,25,0.6220000000000001,20.2,C(=O)=O,CC(=O)C,27.086655,44,2,1
co2,124-38-9,acetone,67-64-1,0.7,30,0.3,40.9,C(=O)=O,CC(=O)C,49.982307,55,2,1
co2,124-38-9,ethanol,64-17-5,0.5987,40,0.4013,73.4,C(=O)=O,CCO,78.92828,298,2,1
co2,124-38-9,1-2-dimethoxyethane,110-71-4,0.5221,50,0.4779,20.9,C(=O)=O,COCCOC,40.373314,691,2,1
co2,124-38-9,propylene-carbonate,108-32-7,0.0846,40,0.9154,8.26,C(=O)=O,CC1COC(=O)O1,10.056358,1088,2,1
co2,124-38-9,n-heptane,142-82-5,0.503,20,0.497,34.8,C(=O)=O,CCCCCCC,32.368717,518,2,1
co2,124-38-9,methanol,67-56-1,0.0771,0,0.9229,6.67,C(=O)=O,CO,5.979252,1019,2,1
co2,124-38-9,propanol,71-23-8,0.7423000000000001,40,0.2576999999999999,78.6,C(=O)=O,CCCO,79.70535,566,2,1
co2,124-38-9,2-ethoxyethanol,110-80-5,0.4236,25,0.5764,35.484,C(=O)=O,CCOCCO,36.09005,751,2,1
co2,124-38-9,octamethyl-cyclotetrasiloxane,556-67-2,0.1479,40,0.8521,6.462,C(=O)=O,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,7.171829,975,2,1
co2,124-38-9,chloroform,67-66-3,0.6614,30,0.3386,46.29,C(=O)=O,C(Cl)(Cl)Cl,45.300655,166,2,1
co2,124-38-9,dimethyl-carbonate,616-38-6,0.3155,45,0.6845,26.333,C(=O)=O,COC(=O)OC,29.976658,330,2,1
co2,124-38-9,dimethyl-acetamide,127-19-5,0.949,40,0.0509999999999999,80.3,C(=O)=O,CC(=O)N(C)C,77.87294,347,2,1
co2,124-38-9,1-2-dimethoxyethane,110-71-4,0.8439,50,0.1561,60.6,C(=O)=O,COCCOC,75.74042,695,2,1
co2,124-38-9,propanol,71-23-8,0.089,40,0.911,15.5,C(=O)=O,CCCO,15.982456,560,2,1
co2,124-38-9,acetonitrile,75-05-8,0.649,75,0.351,102.2,C(=O)=O,CC#N,99.42801,117,2,1
co2,124-38-9,dimethyl-carbonate,616-38-6,0.4942,25,0.5058,30.753,C(=O)=O,COC(=O)OC,31.777374,315,2,1
co2,124-38-9,2-methoxyethanol,109-86-4,0.318,35,0.6819999999999999,39.405,C(=O)=O,COCCO,40.833954,726,2,1
co2,124-38-9,1-pentanol,71-41-0,0.4583,20,0.5417000000000001,47.4,C(=O)=O,CCCCCO,42.33229,669,2,1
co2,124-38-9,2-ethoxyethanol,110-80-5,0.3923,35,0.6077,41.335,C(=O)=O,CCOCCO,41.336723,763,2,1
co2,124-38-9,NMP,872-50-4,0.106,0,0.894,4.1,C(=O)=O,CN1CCCC1=O,5.749111,986,2,1
co2,124-38-9,m-xylene,108-38-3,0.6015,40,0.3984999999999999,70.1,C(=O)=O,CC1=CC(=CC=C1)C,59.87081,192,2,1
co2,124-38-9,p-xylene,106-42-3,0.1091,60,0.8909,14.9,C(=O)=O,CC1=CC=C(C=C1)C,18.213932,229,2,1
co2,124-38-9,propanol,71-23-8,0.0361,30,0.9639,6.4,C(=O)=O,CCCO,7.121071,551,2,1
co2,124-38-9,dimethyl-ether,115-10-6,0.588,20,0.412,29.65,C(=O)=O,COC,31.402836,425,2,1
co2,124-38-9,diethyl-acetamide,685-91-6,0.785,40,0.2149999999999999,66.3,C(=O)=O,CCN(CC)C(=O)C,61.357674,366,2,1
co2,124-38-9,phenol,108-95-2,0.1196,55,0.8804,30.1,C(=O)=O,C1=CC=C(C=C1)O,28.387743,2,2,1
co2,124-38-9,1-pentanol,71-41-0,0.2293,30,0.7706999999999999,30.0,C(=O)=O,CCCCCO,31.329552,676,2,1
co2,124-38-9,ethyl-pyrrolidinone,2687-91-4,0.8340000000000001,60,0.1659999999999999,120.4,C(=O)=O,CCN1CCCC1=O,93.4209,403,2,1
co2,124-38-9,1-pentanol,71-41-0,0.299,30,0.7010000000000001,40.9,C(=O)=O,CCCCCO,38.92816,677,2,1
co2,124-38-9,methanol,67-56-1,0.2087999999999999,25,0.7912,28.38,C(=O)=O,CO,28.181713,1029,2,1
co2,124-38-9,n-butanol,71-36-3,0.0281,30,0.9719,5.2,C(=O)=O,CCCCO,6.1250134,574,2,1
co2,124-38-9,1-pentanol,71-41-0,0.0394,30,0.9606,6.0,C(=O)=O,CCCCCO,7.1448174,673,2,1
co2,124-38-9,2-methoxyethanol,109-86-4,0.022,35,0.978,2.725,C(=O)=O,COCCO,3.2391376,717,2,1
co2,124-38-9,diethyl-succinate,123-25-1,0.0587,40,0.9413,4.539,C(=O)=O,CCOC(=O)CCC(=O)OCC,4.1665382,934,2,1
co2,124-38-9,1-hexanol,111-27-3,0.7762,40,0.2238,93.5,C(=O)=O,CCCCCCO,74.82613,661,2,1
co2,124-38-9,THF,109-99-9,0.6889,60,0.3111,71.9,C(=O)=O,C1CCOC1,77.79562,263,2,1
co2,124-38-9,n-butanol,71-36-3,0.4927,20,0.5073,49.5,C(=O)=O,CCCCO,46.37262,572,2,1
co2,124-38-9,n-heptane,142-82-5,0.904,30,0.0959999999999999,61.4,C(=O)=O,CCCCCCC,62.637314,532,2,1
co2,124-38-9,dimethyl-carbonate,616-38-6,0.9758,35,0.0242,75.2,C(=O)=O,COC(=O)OC,73.810356,322,2,1
co2,124-38-9,gamma-butyrolactone,96-48-0,0.61,30,0.39,59.0,C(=O)=O,C1CC(=O)OC1,57.035503,814,2,1
co2,124-38-9,propanol,71-23-8,0.7913,30,0.2087,65.2,C(=O)=O,CCCO,66.35977,558,2,1
co2,124-38-9,n-butanol,71-36-3,0.3867,20,0.6133,43.1,C(=O)=O,CCCCO,41.206406,571,2,1
co2,124-38-9,dimethyl-acetamide,127-19-5,0.225,60,0.775,30.5,C(=O)=O,CC(=O)N(C)C,31.179691,350,2,1
co2,124-38-9,acetone,67-64-1,0.6,40,0.4,43.7,C(=O)=O,CC(=O)C,54.960022,60,2,1
co2,124-38-9,dimethyl-carbonate,616-38-6,0.4625999999999999,45,0.5374000000000001,40.4,C(=O)=O,COC(=O)OC,43.445442,333,2,1
co2,124-38-9,chloroform,67-66-3,0.238,40,0.762,22.71,C(=O)=O,C(Cl)(Cl)Cl,22.090372,170,2,1
co2,124-38-9,m-xylene,108-38-3,0.1048,60,0.8952,16.7,C(=O)=O,CC1=CC(=CC=C1)C,17.891453,195,2,1
co2,124-38-9,ethyl-acetate,141-78-6,0.1336,50,0.8664000000000001,8.5,C(=O)=O,CCOC(=O)C,12.880466,405,2,1
co2,124-38-9,n-heptane,142-82-5,0.605,40,0.395,54.3,C(=O)=O,CCCCCCC,56.3834,539,2,1
co2,124-38-9,propylene-carbonate,108-32-7,0.0392,25,0.9608,2.735,C(=O)=O,CC1COC(=O)O1,3.492403,1075,2,1
co2,124-38-9,dimethyl-acetamide,127-19-5,0.482,40,0.518,41.8,C(=O)=O,CC(=O)N(C)C,45.07697,339,2,1
co2,124-38-9,n-heptane,142-82-5,0.802,40,0.1979999999999999,69.1,C(=O)=O,CCCCCCC,67.60663,541,2,1
co2,124-38-9,acetonitrile,75-05-8,0.304,75,0.696,48.4,C(=O)=O,CC#N,52.691856,112,2,1
co2,124-38-9,NMP,872-50-4,0.3311641,25,0.6688358999999999,24.6,C(=O)=O,CN1CCCC1=O,23.679996,1007,2,1
co2,124-38-9,THF,109-99-9,0.3634,60,0.6365999999999999,33.8,C(=O)=O,C1CCOC1,43.740356,257,2,1
co2,124-38-9,gamma-butyrolactone,96-48-0,0.774,20,0.2259999999999999,53.1,C(=O)=O,C1CC(=O)OC1,51.311592,806,2,1
co2,124-38-9,acetone,67-64-1,0.856,25,0.144,50.2,C(=O)=O,CC(=O)C,54.612236,50,2,1
co2,124-38-9,n-hexane,110-54-3,0.91,30,0.0899999999999999,61.5,C(=O)=O,CCCCCC,63.04612,482,2,1
co2,124-38-9,2-methoxyethanol,109-86-4,0.3003,45,0.6997,45.937,C(=O)=O,COCCO,45.405846,740,2,1
co2,124-38-9,ethanol,64-17-5,0.4922999999999999,30,0.5077,55.7,C(=O)=O,CCO,60.57656,292,2,1
co2,124-38-9,m-xylene,108-38-3,0.0934,60,0.9066,12.0,C(=O)=O,CC1=CC(=CC=C1)C,16.089714,194,2,1
co2,124-38-9,chloroform,67-66-3,0.7526,40,0.2473999999999999,61.73,C(=O)=O,C(Cl)(Cl)Cl,61.081154,175,2,1
co2,124-38-9,cyclohexane,110-82-7,0.973,30,0.027,64.4,C(=O)=O,C1CCCCC1,68.19021,31,2,1
co2,124-38-9,2-butanone,78-93-3,0.511,25,0.489,33.19,C(=O)=O,CCC(=O)C,32.80169,72,2,1
co2,124-38-9,m-xylene,108-38-3,0.5061,60,0.4939,80.0,C(=O)=O,CC1=CC(=CC=C1)C,70.87152,203,2,1
co2,124-38-9,NMP,872-50-4,0.161,0,0.839,6.3,C(=O)=O,CN1CCCC1=O,7.585125,988,2,1
co2,124-38-9,ethyl-acetate,141-78-6,0.4916,60,0.5084,40.5,C(=O)=O,CCOC(=O)C,55.556667,415,2,1
co2,124-38-9,n-heptane,142-82-5,0.503,35,0.497,43.2,C(=O)=O,CCCCCCC,43.398033,533,2,1
co2,124-38-9,dimethyl-acetamide,127-19-5,0.906,60,0.094,109.1,C(=O)=O,CC(=O)N(C)C,101.43333,358,2,1
co2,124-38-9,dimethyl-acetamide,127-19-5,0.225,40,0.775,25.7,C(=O)=O,CC(=O)N(C)C,23.220982,337,2,1
co2,124-38-9,octamethyl-cyclotetrasiloxane,556-67-2,0.0613,26,0.9387,2.249,C(=O)=O,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,2.6122284,953,2,1
co2,124-38-9,diethyl-succinate,123-25-1,0.0655999999999999,40,0.9344,5.074,C(=O)=O,CCOC(=O)CCC(=O)OCC,4.8004627,935,2,1
co2,124-38-9,acetone,67-64-1,0.151,25,0.849,8.1,C(=O)=O,CC(=O)C,12.34506,41,2,1
co2,124-38-9,THF,109-99-9,0.7272,60,0.2728,73.8,C(=O)=O,C1CCOC1,80.86545,264,2,1
co2,124-38-9,phenol,108-95-2,0.0409999999999999,65,0.959,10.1,C(=O)=O,C1=CC=C(C=C1)O,14.09919,4,2,1
co2,124-38-9,2-methoxyethanol,109-86-4,0.0081999999999999,45,0.9918,1.253,C(=O)=O,COCCO,2.6041222,730,2,1
co2,124-38-9,diethyl-succinate,123-25-1,0.1045,26,0.8955,6.367,C(=O)=O,CCOC(=O)CCC(=O)OCC,6.823349,919,2,1
co2,124-38-9,1-2-dimethoxyethane,110-71-4,0.7857,50,0.2143,50.6,C(=O)=O,COCCOC,68.94414,694,2,1
co2,124-38-9,acetonitrile,75-05-8,0.52,35,0.48,45.6,C(=O)=O,CC#N,48.6373,89,2,1
co2,124-38-9,PEG-siloxane-1,27306-78-1,0.276,40,0.724,5.88,C(=O)=O,[Si](C)(C)(C)O[Si](C)(O[Si](C)(C)C)CCCOCCOCCOCCOC,11.373053,910,2,1
co2,124-38-9,n-hexane,110-54-3,0.81,35,0.1899999999999999,60.2,C(=O)=O,CCCCCC,62.08604,486,2,1
co2,124-38-9,2-butanol,78-92-2,0.0542999999999999,45,0.9457,10.5,C(=O)=O,CCC(C)O,10.269857,637,2,1
co2,124-38-9,1-4-dioxane,123-91-1,0.3382,40,0.6617999999999999,23.4,C(=O)=O,C1COCCO1,25.374409,859,2,1
co2,124-38-9,2-ethoxyethanol,110-80-5,0.1614,25,0.8386,13.522,C(=O)=O,CCOCCO,14.7493,745,2,1
co2,124-38-9,1-4-dioxane,123-91-1,0.2294,30,0.7706,13.3,C(=O)=O,C1COCCO1,13.989887,841,2,1
co2,124-38-9,n-butanol,71-36-3,0.2542999999999999,40,0.7457,40.4,C(=O)=O,CCCCO,42.355705,593,2,1
co2,124-38-9,2-methoxyethanol,109-86-4,0.1127,45,0.8873,17.236,C(=O)=O,COCCO,16.889404,734,2,1
co2,124-38-9,chloroform,67-66-3,0.5684,40,0.4316,48.63,C(=O)=O,C(Cl)(Cl)Cl,48.316994,173,2,1
co2,124-38-9,2-methoxyethanol,109-86-4,0.066,25,0.934,6.339,C(=O)=O,COCCO,6.8288746,708,2,1
co2,124-38-9,PEG-siloxane-1,27306-78-1,0.36,25,0.64,9.02,C(=O)=O,[Si](C)(C)(C)O[Si](C)(O[Si](C)(C)C)CCCOCCOCCOCCOC,11.42906,903,2,1
co2,124-38-9,ethanol,64-17-5,0.924,25,0.0759999999999999,60.8,C(=O)=O,CCO,63.59869,289,2,1
co2,124-38-9,n-butanol,71-36-3,0.1307,30,0.8693,19.3,C(=O)=O,CCCCO,19.825182,576,2,1
co2,124-38-9,acetonitrile,75-05-8,0.2339999999999999,55,0.766,30.8,C(=O)=O,CC#N,32.30062,98,2,1
co2,124-38-9,methanol,67-56-1,0.9204,0,0.0795999999999999,33.45,C(=O)=O,CO,38.547348,1024,2,1
co2,124-38-9,propanol,71-23-8,0.1045,20,0.8955,14.9,C(=O)=O,CCCO,13.904678,544,2,1
co2,124-38-9,2-methoxyethanol,109-86-4,0.106,35,0.894,13.158,C(=O)=O,COCCO,13.46129,720,2,1
co2,124-38-9,acetonitrile,75-05-8,0.718,55,0.282,87.1,C(=O)=O,CC#N,85.97463,104,2,1
co2,124-38-9,methanol,67-56-1,0.5203,0,0.4797,30.287,C(=O)=O,CO,32.29999,1023,2,1
co2,124-38-9,2-methoxyethanol,109-86-4,0.3754,25,0.6246,35.913,C(=O)=O,COCCO,38.39279,715,2,1
co2,124-38-9,NMP,872-50-4,0.131,15,0.869,7.1,C(=O)=O,CN1CCCC1=O,8.629452,996,2,1
co2,124-38-9,chloroform,67-66-3,0.8906999999999999,40,0.1093,75.25,C(=O)=O,C(Cl)(Cl)Cl,71.86681,177,2,1
co2,124-38-9,DMSO,67-68-5,0.4919,35,0.5081,65.1,C(=O)=O,CS(=O)C,47.606102,131,2,1
co2,124-38-9,n-butanol,71-36-3,0.2876,40,0.7123999999999999,46.0,C(=O)=O,CCCCO,46.909107,595,2,1
co2,124-38-9,diethyl-succinate,123-25-1,0.1609,40,0.8391,12.448,C(=O)=O,CCOC(=O)CCC(=O)OCC,11.550434,938,2,1
co2,124-38-9,octamethyl-cyclotetrasiloxane,556-67-2,0.4275,26,0.5725,16.085,C(=O)=O,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,12.997463,962,2,1
co2,124-38-9,n-hexane,110-54-3,0.503,30,0.497,38.3,C(=O)=O,CCCCCC,39.41671,478,2,1
co2,124-38-9,cyclohexane,110-82-7,0.855,20,0.145,49.3,C(=O)=O,C1CCCCC1,51.259552,18,2,1
co2,124-38-9,n-hexane,110-54-3,0.81,20,0.1899999999999999,46.1,C(=O)=O,CCCCCC,47.09629,471,2,1
co2,124-38-9,2-ethoxyethanol,110-80-5,0.1635,35,0.8365,17.226,C(=O)=O,CCOCCO,18.164131,757,2,1
co2,124-38-9,THF,109-99-9,0.542,40,0.4579999999999999,40.13,C(=O)=O,C1CCOC1,46.268463,247,2,1
co2,124-38-9,2-butanol,78-92-2,0.4857,25,0.5143,50.4,C(=O)=O,CCC(C)O,47.255867,616,2,1
co2,124-38-9,2-ethoxyethanol,110-80-5,0.0398,45,0.9602,4.873,C(=O)=O,CCOCCO,5.1242466,767,2,1
co2,124-38-9,DMSO,67-68-5,0.5906,25,0.4094,55.1,C(=O)=O,CS(=O)C,44.002365,126,2,1
co2,124-38-9,1-2-dimethoxyethane,110-71-4,0.8935,60,0.1065,80.8,C(=O)=O,COCCOC,94.90024,705,2,1
co2,124-38-9,propanol,71-23-8,0.4389,30,0.5610999999999999,54.7,C(=O)=O,CCCO,55.33812,555,2,1
co2,124-38-9,1-4-dioxane,123-91-1,0.1907999999999999,30,0.8092,11.2,C(=O)=O,C1COCCO1,11.857954,839,2,1
co2,124-38-9,sulfolane,126-33-0,0.419,25,0.581,42.6,C(=O)=O,C1CCS(=O)(=O)C1,46.99276,1045,2,1
co2,124-38-9,propanol,71-23-8,0.7631,30,0.2369,64.9,C(=O)=O,CCCO,66.16319,557,2,1
co2,124-38-9,o-xylene,95-47-6,0.1301999999999999,40,0.8698,20.2,C(=O)=O,CC1=CC=CC=C1C,16.909374,207,2,1
co2,124-38-9,n-butanol,71-36-3,0.7245,40,0.2754999999999999,80.7,C(=O)=O,CCCCO,77.54053,609,2,1
co2,124-38-9,propanol,71-23-8,0.5670000000000001,30,0.4329999999999999,61.8,C(=O)=O,CCCO,63.655746,556,2,1
co2,124-38-9,diethyl-acetamide,685-91-6,0.607,60,0.393,68.9,C(=O)=O,CCN(CC)C(=O)C,66.42235,377,2,1
co2,124-38-9,DMF,68-12-2,0.98,40,0.02,85.5,C(=O)=O,CN(C)C=O,80.42471,157,2,1
co2,124-38-9,octamethyl-cyclotetrasiloxane,556-67-2,0.0407,40,0.9593,1.876,C(=O)=O,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,2.6041222,970,2,1
co2,124-38-9,n-hexane,110-54-3,0.503,25,0.497,35.1,C(=O)=O,CCCCCC,35.795914,473,2,1
co2,124-38-9,THF,109-99-9,0.0805,60,0.9195,6.9,C(=O)=O,C1CCOC1,10.052181,253,2,1
co2,124-38-9,NMP,872-50-4,0.46,15,0.54,25.7,C(=O)=O,CN1CCCC1=O,26.241724,1003,2,1
co2,124-38-9,dimethyl-ether,115-10-6,0.8859999999999999,30,0.1140000000000001,59.98,C(=O)=O,COC,59.58172,435,2,1
co2,124-38-9,o-xylene,95-47-6,0.5429999999999999,40,0.4570000000000001,61.4,C(=O)=O,CC1=CC=CC=C1C,55.464943,211,2,1
co2,124-38-9,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.662,40,0.3379999999999999,62.09,C(=O)=O,COCCOCCOCCO,52.71002,879,2,1
co2,124-38-9,propanol,71-23-8,0.2203999999999999,40,0.7796000000000001,36.5,C(=O)=O,CCCO,38.851654,562,2,1
co2,124-38-9,propanol,71-23-8,0.1729,30,0.8271,26.4,C(=O)=O,CCCO,27.33697,553,2,1
co2,124-38-9,dimethyl-carbonate,616-38-6,0.2349,45,0.7651,18.987,C(=O)=O,COC(=O)OC,22.058813,328,2,1
co2,124-38-9,2-methoxyethanol,109-86-4,0.15,25,0.85,14.368,C(=O)=O,COCCO,16.783142,710,2,1
co2,124-38-9,1-4-dioxane,123-91-1,0.8911,40,0.1089,69.3,C(=O)=O,C1COCCO1,70.98522,870,2,1
