Component 1,CAS-RN 1,Component 2,CAS-RN 2,Liquid Fraction 1 (mol/mol),Temperature (°C),Liquid Fraction 2 (mol/mol),Pressure COSMO (bar),SMILES 1,SMILES 2
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.5,0,0.5,18.01137098882,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.6,0,0.4,21.84715323583,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.7,0,0.3,25.63185729228,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.8,0,0.2,29.19735752394,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.9,0,0.1,32.25410303079,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.1,25,0.9,6.17711787337,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.2,25,0.8,12.56486241371,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.3,25,0.7,19.16253443728,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.4,25,0.6,25.95759999768,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.5,25,0.5,32.91571814581,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.6,25,0.4,39.96294747157,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.7,25,0.3,46.94980049023,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.8,25,0.2,53.58829766072,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.9,25,0.1,59.37304556914,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.1,50,0.9,10.2970685116,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.2,50,0.8,20.95300949583,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.3,50,0.7,31.97004578894,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.4,50,0.6,43.33228835328,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.5,50,0.5,54.98998150506,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.6,50,0.4,66.83111058377,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.7,50,0.3,78.62361031748,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.8,50,0.2,89.9124652827,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethoxybenzoicacid,134-11-2,0.9,50,0.1,99.88414456632,C(=O)=O,CCOC1=CC=CC=C1C(=O)O
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.1,0,0.9,3.47973502776,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.2,0,0.8,7.1078704084,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.3,0,0.7,10.8765500436,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.4,0,0.6,14.76546523793,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.5,0,0.5,18.7336152887,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.6,0,0.4,22.70539253025,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.7,0,0.3,26.54810542007,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.8,0,0.2,30.03709787915,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.9,0,0.1,32.82701312834,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.1,25,0.9,6.38378742193,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.2,25,0.8,13.01199737363,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.3,25,0.7,19.87221962063,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.4,25,0.6,26.92991286929,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.5,25,0.5,34.11693237798001,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.6,25,0.4,41.30941653667001,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.7,25,0.3,48.29272070379,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.8,25,0.2,54.70946125923,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.9,25,0.1,60.03315546782,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.1,50,0.9,10.62631345619,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.2,50,0.8,21.62597519804,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.3,50,0.7,32.99133278007,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.4,50,0.6,44.6723050196,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.5,50,0.5,56.5698085882,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.6,50,0.4,68.50378010016,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.7,50,0.3,80.16316554821,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.8,50,0.2,91.03484707123,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-butanol,97-95-0,0.9,50,0.1,100.38998855495,C(=O)=O,CCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.1,0,0.9,3.20856631055,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.2,0,0.8,6.57873005092,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.3,0,0.7,10.11734407164,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.4,0,0.6,13.82492566756,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.5,0,0.5,17.68886429344,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.6,0,0.4,21.66992706755,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.7,0,0.3,25.67468948296,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.8,0,0.2,29.49806259067,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.9,0,0.1,32.71320451536,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.1,25,0.9,5.89481288003,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.2,25,0.8,12.07054146263,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.3,25,0.7,18.53852304725,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.4,25,0.6,25.29916971249,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.5,25,0.5,32.33078591205,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.6,25,0.4,39.56725723612,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.7,25,0.3,46.85296660586,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.8,25,0.2,53.8506722369,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.9,25,0.1,59.87628407461,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.1,50,0.9,9.83230247976,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.2,50,0.8,20.11694318484,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.3,50,0.7,30.87446391997,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.4,50,0.6,42.10783618482,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.5,50,0.5,53.78719657948,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.6,50,0.4,65.81669470055999,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.7,50,0.3,77.96787999676,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.8,50,0.2,89.74547739785,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,2-ethyl-1-hexanol,104-76-7,0.9,50,0.1,100.1605441808,C(=O)=O,CCCCC(CC)CO
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.1,0,0.9,2.51036893801,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.2,0,0.8,5.19851311586,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.3,0,0.7,8.0898139254,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.4,0,0.6,11.21278888613,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.5,0,0.5,14.59786684511,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.6,0,0.4,18.27304247684,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.7,0,0.3,22.25198322202,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.8,0,0.2,26.50273983827,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.9,0,0.1,30.86583572329,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.1,25,0.9,4.69248134825,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.2,25,0.8,9.704651888550002,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.3,25,0.7,15.08180727106,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.4,25,0.6,20.87382361609,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.5,25,0.5,27.13364772701,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.6,25,0.4,33.90959836843,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.7,25,0.3,41.22447372892,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.8,25,0.2,49.02073504648,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.9,25,0.1,57.01656006954,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.1,50,0.9,7.98867104327,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.2,50,0.8,16.50324983709,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.3,50,0.7,25.62056898412,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.4,50,0.6,35.42136503389,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.5,50,0.5,45.99104831657,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.6,50,0.4,57.40715461998,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.7,50,0.3,69.70547405530999,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.8,50,0.2,82.79128489383,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,3-dimethylbenzene",2870-04-4,0.9,50,0.1,96.20545194302,C(=O)=O,CCC1=C(C=CC=C1C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.1,0,0.9,2.45718695649,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.2,0,0.8,5.0961860602,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.3,0,0.7,7.9445452226,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.4,0,0.6,11.03375358226,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.5,0,0.5,14.39831961594,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.6,0,0.4,18.07161813759,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.7,0,0.3,22.0736436144,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.8,0,0.2,26.37721805349,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.9,0,0.1,30.81609709467,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.1,25,0.9,4.60961611489,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.2,25,0.8,9.54536872452,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.3,25,0.7,14.85609724487,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.4,25,0.6,20.59627503373,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.5,25,0.5,26.82510870283,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.6,25,0.4,33.59909701847,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.7,25,0.3,40.95053919652,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.8,25,0.2,48.82880320504999,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.9,25,0.1,56.94103795694,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.1,50,0.9,7.87191881828,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.2,50,0.8,16.27851760485,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.3,50,0.7,25.3022470641,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.4,50,0.6,35.03031709027,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.5,50,0.5,45.55691293651,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.6,50,0.4,56.97098258499999,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.7,50,0.3,69.32148376089,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.8,50,0.2,82.52305974614,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,"2-ethyl-1,4-dimethylbenzene",1758-88-9,0.9,50,0.1,96.10051463497,C(=O)=O,CCC1=C(C=CC(=C1)C)C
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.1,0,0.9,3.11840439496,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.2,0,0.8,6.41568406657,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.3,0,0.7,9.90381868946,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.4,0,0.6,13.5896083823,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.5,0,0.5,17.46790936361,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.6,0,0.4,21.50769212167,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.7,0,0.3,25.62226990322,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.8,0,0.2,29.60285763481,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.9,0,0.1,32.96658281726,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.1,25,0.9,5.81799013475,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.2,25,0.8,11.94688926072,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.3,25,0.7,18.40478640538,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.4,25,0.6,25.19973558149,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.5,25,0.5,32.31777314005,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.6,25,0.4,39.69849624026,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.7,25,0.3,47.18366731211,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.8,25,0.2,54.40469159626,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.9,25,0.1,60.53630783713,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.1,50,0.9,9.84470223351,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.2,50,0.8,20.18675367245,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.3,50,0.7,31.05211533386,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.4,50,0.6,42.4495493994,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.5,50,0.5,54.35174083707,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.6,50,0.4,66.65684273329,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.7,50,0.3,79.1087475416,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.8,50,0.2,91.12630186009,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethyl-hexanoicacid,149-57-5,0.9,50,0.1,101.44950088305,C(=O)=O,CCCCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.1,0,0.9,3.55258095623,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.2,0,0.8,7.25149966538,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.3,0,0.7,11.08937173281,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.4,0,0.6,15.04660733041,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.5,0,0.5,19.08294715142,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.6,0,0.4,23.12289102167,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.7,0,0.3,27.03030442392,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.8,0,0.2,30.56423617416,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.9,0,0.1,33.30912800551,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.1,25,0.9,6.6181037272,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.2,25,0.8,13.47728582866,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.3,25,0.7,20.56074646443,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.4,25,0.6,27.8297214428,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.5,25,0.5,35.20914243768,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.6,25,0.4,42.56293311437,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.7,25,0.3,49.65161402216999,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.8,25,0.2,56.0608346336,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.9,25,0.1,61.10220581215,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.1,50,0.9,11.17483886299,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.2,50,0.8,22.71746064976,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.3,50,0.7,34.59750991388,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.4,50,0.6,46.74840028845,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.5,50,0.5,59.04613047548,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.6,50,0.4,71.27156515336,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.7,50,0.3,83.04697868964,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.8,50,0.2,93.73363594032,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbutyricacid,88-09-5,0.9,50,0.1,102.31613621151,C(=O)=O,CCC(CC)C(=O)O
co2,124-38-9,2-ethylbenzothiophene,1196-81-2,0.1,0,0.9,2.51396258085,C(=O)=O,CCC1=CC2=CC=CC=C2S1
co2,124-38-9,2-ethylbenzothiophene,1196-81-2,0.2,0,0.8,5.20170507918,C(=O)=O,CCC1=CC2=CC=CC=C2S1
co2,124-38-9,2-ethylbenzothiophene,1196-81-2,0.3,0,0.7,8.08851625972,C(=O)=O,CCC1=CC2=CC=CC=C2S1
co2,124-38-9,2-ethylbenzothiophene,1196-81-2,0.4,0,0.6,11.20328458371,C(=O)=O,CCC1=CC2=CC=CC=C2S1
co2,124-38-9,2-ethylbenzothiophene,1196-81-2,0.5,0,0.5,14.57740635577,C(=O)=O,CCC1=CC2=CC=CC=C2S1
co2,124-38-9,2-ethylbenzothiophene,1196-81-2,0.6,0,0.4,18.24084553932,C(=O)=O,CCC1=CC2=CC=CC=C2S1
co2,124-38-9,2-ethylbenzothiophene,1196-81-2,0.7,0,0.3,22.21087738829,C(=O)=O,CCC1=CC2=CC=CC=C2S1
co2,124-38-9,2-ethylbenzothiophene,1196-81-2,0.8,0,0.2,26.4616413808,C(=O)=O,CCC1=CC2=CC=CC=C2S1
