Component 1,CAS-RN 1,Component 2,CAS-RN 2,Liquid Fraction 1 (mol/mol),Temperature (°C),Liquid Fraction 2 (mol/mol),Pressure COSMO (bar),SMILES 1,SMILES 2
co2,124-38-9,"1,3-dimethylnaphthalene",575-41-7,0.7,25,0.3,41.05750746148,C(=O)=O,CC1=CC2=CC=CC=C2C(=C1)C
co2,124-38-9,"1,3-dimethylnaphthalene",575-41-7,0.8,25,0.2,48.87590862473,C(=O)=O,CC1=CC2=CC=CC=C2C(=C1)C
co2,124-38-9,"1,3-dimethylnaphthalene",575-41-7,0.9,25,0.1,56.94135768538,C(=O)=O,CC1=CC2=CC=CC=C2C(=C1)C
co2,124-38-9,"1,3-dimethylnaphthalene",575-41-7,0.1,50,0.9,7.934309810359999,C(=O)=O,CC1=CC2=CC=CC=C2C(=C1)C
co2,124-38-9,"1,3-dimethylnaphthalene",575-41-7,0.2,50,0.8,16.39032413721,C(=O)=O,CC1=CC2=CC=CC=C2C(=C1)C
co2,124-38-9,"1,3-dimethylnaphthalene",575-41-7,0.3,50,0.7,25.44264513939,C(=O)=O,CC1=CC2=CC=CC=C2C(=C1)C
co2,124-38-9,"1,3-dimethylnaphthalene",575-41-7,0.4,50,0.6,35.17616388242,C(=O)=O,CC1=CC2=CC=CC=C2C(=C1)C
co2,124-38-9,"1,3-dimethylnaphthalene",575-41-7,0.5,50,0.5,45.68368152295,C(=O)=O,CC1=CC2=CC=CC=C2C(=C1)C
co2,124-38-9,"1,3-dimethylnaphthalene",575-41-7,0.6,50,0.4,57.05520518025,C(=O)=O,CC1=CC2=CC=CC=C2C(=C1)C
co2,124-38-9,"1,3-dimethylnaphthalene",575-41-7,0.7,50,0.3,69.34645261928,C(=O)=O,CC1=CC2=CC=CC=C2C(=C1)C
co2,124-38-9,"1,3-dimethylnaphthalene",575-41-7,0.8,50,0.2,82.49124347208,C(=O)=O,CC1=CC2=CC=CC=C2C(=C1)C
co2,124-38-9,"1,3-dimethylnaphthalene",575-41-7,0.9,50,0.1,96.05512650874,C(=O)=O,CC1=CC2=CC=CC=C2C(=C1)C
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.1,0,0.9,2.76308667264,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.2,0,0.8,5.696551276399999,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.3,0,0.7,8.81434371447,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.4,0,0.6,12.12739477139,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.5,0,0.5,15.64081672783,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.6,0,0.4,19.34836534989,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.7,0,0.3,23.222558994,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.8,0,0.2,27.19837495774,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.9,0,0.1,31.1477340718,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.1,25,0.9,5.14576332816,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.2,25,0.8,10.59408382485,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.3,25,0.7,16.37181270589,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.4,25,0.6,22.49801774227,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.5,25,0.5,28.98154208754,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.6,25,0.4,35.81128405226,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.7,25,0.3,42.93879270444,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.8,25,0.2,50.24928450961,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.9,25,0.1,57.51550361704,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.1,50,0.9,8.73525910508,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.2,50,0.8,17.96021424267,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.3,50,0.7,27.7281833422,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.4,50,0.6,38.07019297024,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.5,50,0.5,49.00067626635,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.6,50,0.4,60.50165313079999,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.7,50,0.3,72.49432473229,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.8,50,0.2,84.79139309934,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-dithiolane",4829-04-3,0.9,50,0.1,97.0200813107,C(=O)=O,C1CSCS1
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.1,0,0.9,2.03169572221,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.2,0,0.8,4.2488592317,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.3,0,0.7,6.695791761870001,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.4,0,0.6,9.42566706983,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.5,0,0.5,12.50806522463,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.6,0,0.4,16.03259155026,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.7,0,0.3,20.10645188135,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.8,0,0.2,24.82157694533,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.9,0,0.1,30.08544453033,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.1,25,0.9,3.89041174119,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.2,25,0.8,8.10470356171,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.3,25,0.7,12.73233666329,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.4,25,0.6,17.86495580273,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.5,25,0.5,23.62121260824,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.6,25,0.4,30.15193283063,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.7,25,0.3,37.63428285391,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.8,25,0.2,46.21348426584,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.9,25,0.1,55.71461662388,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.1,50,0.9,6.77840398164,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.2,50,0.8,14.05311344348,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.3,50,0.7,22.00872566133,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.4,50,0.6,30.79064541138,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.5,50,0.5,40.58539947091,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.6,50,0.4,51.62742802165,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.7,50,0.3,64.18770071,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.8,50,0.2,78.47924975787,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-divinyl-1,1,3,3-tetramethyldisiloxane",2627-95-4,0.9,50,0.1,94.20443146686,C(=O)=O,C[Si](C)(C=C)O[Si](C)(C)C=C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.1,0,0.9,2.61003172773,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.2,0,0.8,5.34531465172,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.3,0,0.7,8.29967340432,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.4,0,0.6,11.49583259167,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.5,0,0.5,14.95284844812,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.6,0,0.4,18.67908198898,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.7,0,0.3,22.65841686205,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.8,0,0.2,26.82381800843,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.9,0,0.1,31.00775289926,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.1,25,0.9,5.03562556917,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.2,25,0.8,10.17150721003,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.3,25,0.7,15.68800648533,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.4,25,0.6,21.62195966668,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.5,25,0.5,28.00343123849,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.6,25,0.4,34.84391122602,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.7,25,0.3,42.11334417689,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.8,25,0.2,49.6961500505,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.9,25,0.1,57.30837470044,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.1,50,0.9,8.883824778120001,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.2,50,0.8,17.65504076208,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.3,50,0.7,27.03438003244,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.4,50,0.6,37.07719943108,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.5,50,0.5,47.8275617644,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.6,50,0.4,59.29992924404,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.7,50,0.3,71.44375495793999,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.8,50,0.2,84.07580186228,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-hexadien-5-yne",10420-90-3,0.9,50,0.1,96.75214854251,C(=O)=O,C=CC=CC#C
co2,124-38-9,"1,3-propanediol",504-63-2,0.1,0,0.9,7.83051187058,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.2,0,0.8,15.08092997018,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.3,0,0.7,21.59741995389,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.4,0,0.6,27.20976691872,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.5,0,0.5,31.73923244101,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.6,0,0.4,35.01142455146,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.7,0,0.3,36.88248518006,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.8,0,0.2,37.27946670333,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.9,0,0.1,36.27044084001999,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.1,25,0.9,14.36858708287,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.2,25,0.8,27.55324014093,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.3,25,0.7,39.30126948841,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.4,25,0.6,49.3396464278,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.5,25,0.5,57.38923254198,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.6,25,0.4,63.18722043874,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.7,25,0.3,66.53263266279,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.8,25,0.2,67.36127217476,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.9,25,0.1,65.90236412475001,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.1,50,0.9,23.71181206371,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.2,50,0.8,45.34874922195,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.3,50,0.7,64.53649244587,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.4,50,0.6,80.87817562673,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.5,50,0.5,93.97775623369,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.6,50,0.4,103.47588939802,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.7,50,0.3,109.12321745186,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.8,50,0.2,110.90917799835,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanediol",504-63-2,0.9,50,0.1,109.36623455396,C(=O)=O,C(CO)CO
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.1,0,0.9,2.47154264985,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.2,0,0.8,5.14758847444,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.3,0,0.7,8.055872869429999,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.4,0,0.6,11.22407567427,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.5,0,0.5,14.67694113051,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.6,0,0.4,18.42811497855,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.7,0,0.3,22.46408725509,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.8,0,0.2,26.71069297335,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.9,0,0.1,30.97418602651,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.1,25,0.9,4.66183453674,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.2,25,0.8,9.68429176927,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.3,25,0.7,15.1167657891,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.4,25,0.6,21.00558513773,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.5,25,0.5,27.39137259579,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.6,25,0.4,34.2949958102,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.7,25,0.3,41.69018669182,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.8,25,0.2,49.44663711975,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.9,25,0.1,57.22960209708,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.1,50,0.9,7.999658076849999,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.2,50,0.8,16.57962014522,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.3,50,0.7,25.82541672782,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.4,50,0.6,35.80900936876,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.5,50,0.5,46.59248568342,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.6,50,0.4,58.20574463773,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.7,50,0.3,70.60328638467,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.8,50,0.2,83.5746532272,C(=O)=O,C(CS)CS
co2,124-38-9,"1,3-propanedithiol",109-80-8,0.9,50,0.1,96.58577740743,C(=O)=O,C(CS)CS
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.1,0,0.9,2.17067159175,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.2,0,0.8,4.56124936354,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.3,0,0.7,7.2148632116,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.4,0,0.6,10.18252845134,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.5,0,0.5,13.52085777071,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.6,0,0.4,17.28603610304,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.7,0,0.3,21.50517278605,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.8,0,0.2,26.11026396081,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.9,0,0.1,30.79755215807,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.1,25,0.9,4.170869227150001,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.2,25,0.8,8.731712528120001,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.3,25,0.7,13.75461419326,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.4,25,0.6,19.32347524929,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.5,25,0.5,25.52952815658,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.6,25,0.4,32.46066555914,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.7,25,0.3,40.15316834372,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.8,25,0.2,48.48388919667001,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.9,25,0.1,56.94375740899,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.1,50,0.9,7.23929989391,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.2,50,0.8,15.11318844197,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.3,50,0.7,23.73409544636,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.4,50,0.6,33.23095686548,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.5,50,0.5,43.74203726328,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.6,50,0.4,55.39790793005,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.7,50,0.3,68.24649601320999,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.8,50,0.2,82.0887036916,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4,7,10-tetraoxacyclododecane",294-93-9,0.9,50,0.1,96.13389883429,C(=O)=O,C1COCCOCCOCCO1
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.1,0,0.9,2.31064769023,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.2,0,0.8,4.80170772209,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.3,0,0.7,7.505264664909999,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.4,0,0.6,10.46082402526,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.5,0,0.5,13.71635759124,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.6,0,0.4,17.32737789522,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.7,0,0.3,21.3487277728,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.8,0,0.2,25.8010027804,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.9,0,0.1,30.54695280345,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.1,25,0.9,4.33933312301,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.2,25,0.8,9.00573698853,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.3,25,0.7,14.05586909332,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.4,25,0.6,19.55886475325,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.5,25,0.5,25.5980211994,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.6,25,0.4,32.26871754157,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.7,25,0.3,39.66341436697,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.8,25,0.2,47.81240605449,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.9,25,0.1,56.46880472158001,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
co2,124-38-9,"1,4-bis(1-methylethyl)-benzene",100-18-5,0.1,50,0.9,7.418240770170001,C(=O)=O,CC(C)C1=CC=C(C=C1)C(C)C
